Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,30.3,25.6,35.3,25.6 - 35.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,30.7,26.1,35.6,26.1 - 35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,34,29.6,38.7,29.6 - 38.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,34.7,30,39.6,30.0 - 39.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,28.1,24.5,31.9,24.5 - 31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,42,37.3,46.9,37.3 - 46.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,40.2,34.3,46.5,34.3 - 46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,31.3,25.4,37.6,25.4 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,32.9,28.7,37.3,28.7 - 37.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,30.8,27.6,34.2,27.6 - 34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,28,25.2,30.9,25.2 - 30.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,28.1,24.7,31.8,24.7 - 31.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,46.1,39.3,53,39.3 - 53.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,31.1,27,35.4,27.0 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,27.1,21.6,33.3,21.6 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,31.3,24.2,39.2,24.2 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,39.9,34.3,45.7,34.3 - 45.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,31.2,26.5,36.2,26.5 - 36.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,29.6,26.3,33,26.3 - 33.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,33.2,27.5,39.3,27.5 - 39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,29.8,25.4,34.5,25.4 - 34.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,35.6,30.9,40.5,30.9 - 40.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,28.2,22.2,34.8,22.2 - 34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,33.9,28.7,39.4,28.7 - 39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,35.8,30.7,41.2,30.7 - 41.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,33.5,29.4,37.8,29.4 - 37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,30.1,26.6,33.9,26.6 - 33.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,32,26.1,38.4,26.1 - 38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,37.8,32.4,43.4,32.4 - 43.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,26.9,21.1,33.5,21.1 - 33.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,36.2,30.7,41.9,30.7 - 41.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,34.1,30.8,37.7,30.8 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,34.7,30.4,39.1,30.4 - 39.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,29.2,24.4,34.3,24.4 - 34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,29.6,26.2,33.2,26.2 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,30.7,27.8,33.6,27.8 - 33.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,40.2,33.3,47.4,33.3 - 47.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,30.8,26.7,35.1,26.7 - 35.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.5,46,"Jun 1 - Jun 13, 2022",6/1/22,6/13/22,33.7,27.9,39.8,27.9 - 39.8
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,23.2,22.5,23.9,22.5 - 23.9
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,36.9,34.2,39.7,34.2 - 39.7
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,27.7,25.9,29.7,25.9 - 29.7
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.3,23.7,27,23.7 - 27.0
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,22.8,21.1,24.6,21.1 - 24.6
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,15.8,14.5,17.2,14.5 - 17.2
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,11.8,10.2,13.6,10.2 - 13.6
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,9.6,6.8,13.1,6.8 - 13.1
Symptoms of Depressive Disorder,By Sex,United States,Male,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21.2,20.3,22.2,20.3 - 22.2
Symptoms of Depressive Disorder,By Sex,United States,Female,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.1,24,26.1,24.0 - 26.1
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,20.7,19.7,21.7,19.7 - 21.7
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,24.3,23.4,25.3,23.4 - 25.3
Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,59.1,45.5,71.8,45.5 - 71.8
Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28.6,24.3,33.1,24.3 - 33.1
Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,20.9,20.2,21.7,20.2 - 21.7
Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,46.9,42.2,51.7,42.2 - 51.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,26,23.8,28.2,23.8 - 28.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,22.2,21.4,23,21.4 - 23.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,26,24,28,24.0 - 28.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,15.7,12.5,19.4,12.5 - 19.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,31.2,27.2,35.4,27.2 - 35.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,30.2,26,34.7,26.0 - 34.7
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.8,24.3,27.4,24.3 - 27.4
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,27.5,26.2,28.7,26.2 - 28.7
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,15.6,14.9,16.2,14.9 - 16.2
Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,51.6,49.2,54,49.2 - 54.0
Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,17.5,16.8,18.3,16.8 - 18.3
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28.7,22.9,35.1,22.9 - 35.1
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,20.5,15.4,26.5,15.4 - 26.5
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,22.7,18.2,27.7,18.2 - 27.7
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,30.8,25.3,36.8,25.3 - 36.8
Symptoms of Depressive Disorder,By State,California,California,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,23.3,20.5,26.3,20.5 - 26.3
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21.5,18.5,24.7,18.5 - 24.7
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21,16.5,26.2,16.5 - 26.2
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,20.2,14.7,26.6,14.7 - 26.6
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,23.9,19.3,29.1,19.3 - 29.1
Symptoms of Depressive Disorder,By State,Florida,Florida,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21.5,18.8,24.4,18.8 - 24.4
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21.1,17.5,25.1,17.5 - 25.1
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,20.1,15,26,15.0 - 26.0
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.7,20.8,31,20.8 - 31.0
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,24.4,20.4,28.6,20.4 - 28.6
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,24.9,20.2,30,20.2 - 30.0
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,19.9,16.1,24.1,16.1 - 24.1
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,20.4,16.9,24.3,16.9 - 24.3
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,27.2,22.4,32.5,22.4 - 32.5
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,30,23.1,37.6,23.1 - 37.6
Symptoms of Depressive Disorder,By State,Maine,Maine,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,26.5,20.1,33.6,20.1 - 33.6
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21.4,17.4,25.9,17.4 - 25.9
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,20.2,17.1,23.6,17.1 - 23.6
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.3,21.1,29.9,21.1 - 29.9
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,18.5,15.3,22.1,15.3 - 22.1
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,33.1,25.5,41.5,25.5 - 41.5
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21.2,17.4,25.4,17.4 - 25.4
Symptoms of Depressive Disorder,By State,Montana,Montana,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,26.7,21.1,33,21.1 - 33.0
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,19.3,15.3,23.9,15.3 - 23.9
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28.4,23.8,33.4,23.8 - 33.4
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,15.7,12.3,19.6,12.3 - 19.6
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.5,20.5,31,20.5 - 31.0
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28,22.9,33.6,22.9 - 33.6
Symptoms of Depressive Disorder,By State,New York,New York,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21.3,16.6,26.5,16.6 - 26.5
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,20.5,16.6,24.8,16.6 - 24.8
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,24.6,19.3,30.7,19.3 - 30.7
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,19.6,15.9,23.7,15.9 - 23.7
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,30.5,25.6,35.8,25.6 - 35.8
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,24.2,20.8,27.8,20.8 - 27.8
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.3,21.9,29,21.9 - 29.0
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,23.8,17.9,30.6,17.9 - 30.6
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21,17,25.4,17.0 - 25.4
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,15.7,11.4,20.9,11.4 - 20.9
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.1,21.5,29,21.5 - 29.0
Symptoms of Depressive Disorder,By State,Texas,Texas,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.5,22.7,28.3,22.7 - 28.3
Symptoms of Depressive Disorder,By State,Utah,Utah,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,29.1,25.2,33.2,25.2 - 33.2
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,12.4,8.9,16.6,8.9 - 16.6
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,25.3,21.3,29.6,21.3 - 29.6
Symptoms of Depressive Disorder,By State,Washington,Washington,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,18.8,15.8,22,15.8 - 22.0
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,26.9,20.4,34.2,20.4 - 34.2
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,16.6,12.6,21.3,12.6 - 21.3
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,21.4,16.5,27.1,16.5 - 27.1
Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28.8,28,29.6,28.0 - 29.6
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,42.9,40.2,45.7,40.2 - 45.7
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,36.8,34.8,38.9,34.8 - 38.9
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,32.9,31.1,34.6,31.1 - 34.6
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,27.4,25.8,29,25.8 - 29.0
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,18.7,17.2,20.2,17.2 - 20.2
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,14.2,12.3,16.2,12.3 - 16.2
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,14.9,10.1,20.9,10.1 - 20.9
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,24.5,23.3,25.7,23.3 - 25.7
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,32.8,31.8,33.9,31.8 - 33.9
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,23.9,22.7,25.2,22.7 - 25.2
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,32.1,31.1,33.1,31.1 - 33.1
Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,75,66.3,82.5,66.3 - 82.5
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,36.6,32.6,40.7,32.6 - 40.7
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,26.2,25.4,26.9,25.4 - 26.9
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,57.8,53,62.6,53.0 - 62.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,32,29.5,34.6,29.5 - 34.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28.3,27.5,29.1,27.5 - 29.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,29.3,26.8,31.9,26.8 - 31.9
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,17.4,14.4,20.7,14.4 - 20.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,37.6,33.8,41.5,33.8 - 41.5
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,33.7,29.1,38.5,29.1 - 38.5
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,29.5,28.1,30.9,28.1 - 30.9
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,33.4,32,34.8,32.0 - 34.8
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,23,22.1,23.9,22.1 - 23.9
Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,55.1,52.8,57.3,52.8 - 57.3
Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,23.6,22.8,24.4,22.8 - 24.4
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,30.7,24.6,37.3,24.6 - 37.3
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,26.5,21,32.5,21.0 - 32.5
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28,23.8,32.6,23.8 - 32.6
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,34.6,29.6,39.7,29.6 - 39.7
Symptoms of Anxiety Disorder,By State,California,California,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28.1,25.4,30.8,25.4 - 30.8
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,29.3,25.7,33.1,25.7 - 33.1
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,30.3,25.3,35.7,25.3 - 35.7
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,23.6,17.8,30.2,17.8 - 30.2
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.5,47,"Jun 29 - Jul 11, 2022",6/29/22,7/11/22,28.5,24,33.3,24.0 - 33.3
